,Year,Month,SID0,SID1,SID2,SID3,SID4,SID5,SID6,SID7,SID8,SID9,SID10,SID11,SID12,SID13,SID14,SID15,SID16,SID17,SID18,SID19,SID20,SID21,SID22,SID23,SID24,SID25,SID26,SID27,SID28,SID29,SID30,SID31,SID32,SID33,SID34,SID35,SID36,SID37,SID38,SID39,SID40,SID41,SID42,SID43,SID44,SID45,SID46,SID47,SID48,SID49,SID50,SID51,SID52,SID53,SID54,SID55,SID56,SID57,SID58,SID59,SID60,SID61,SID62,SID63,SID64,SID65,SID66,SID67,SID68,SID69
10,1997,11,0.269506133383721,0.12239494009714087,0.009671843336372079,0.15434401392493707,0.29222929016320526,0.11149580467894031,0.27328587572012947,0.1916241525303352,0.0669921664028719,0.0,0.0,0.12783603898406637,0.0009155448995633533,0.3503699405823234,0.5634435831271282,0.0,0.4313563045163411,0.0,0.3763563347721591,0.0,0.4057358798895243,0.02248503980894292,0.40492624415619893,0.4951328932178016,0.0,0.4058669001088515,0.27891754094934246,0.5797991822627299,0.581515270358918,0.4928455374135875,0.0,0.3217762452236766,0.40971040701473155,0.06830777183461458,0.062979420776143,0.22100097664134943,0.03070335355929653,0.40579764235040605,0.8922451762968577,0.46093811828813425,0.2967324239418099,0.5578110256276082,0.0,0.11488539738330132,0.47730085364577546,0.17669333591914052,0.0004665817192073094,0.0,0.0,0.0,0.4295425077444494,0.0856159245291054,0.5149058036084179,0.2409575422399331,0.22184101693260905,0.0,0.21368259205767134,0.5058182898516189,0.0,0.22353793401667194,0.4695147916776224,0.11447552691178386,0.09304838048163595,0.36338073494008166,0.336097397452536,0.07637188742592638,0.22913460822742238,0.03395912562181161,0.0,0.304477951719983
11,1997,12,0.29113579892743985,0.23809735526413242,0.0,0.21654363253424705,0.31480106491338095,0.1493390828371048,0.1922323424480697,0.569942227529951,0.0,0.0,0.0,0.2485582250712373,0.0,0.28977106084386756,0.6591056589333617,0.0,0.37174778224564287,0.0,0.3022317256421559,0.0,0.3033544119296396,0.0,0.34845816990398704,0.5406427630711786,0.0,0.30343309468328916,0.716512579209729,0.7287330231985302,0.6908243856940073,0.42799882231464675,0.0,0.29126796117507797,0.35432866411385955,0.07797159194576683,0.05765087413739064,0.20409939690088075,0.09707344741501356,0.3502759791766802,0.7642914512711068,0.4166327479887283,0.28217166308375574,0.635464139026597,0.0,0.15681709921551035,0.41273301981503646,0.2533342278178369,0.11457758671470479,0.0,0.0,0.0,0.3749994961877468,0.09554025250307174,0.3662175428536203,0.28791293693098224,0.0,0.0,0.1784780480640986,0.0,0.0,0.0,0.3988015863672262,0.16298300479428884,0.09617774910558004,0.0,0.25147799579357627,0.09525253442873025,0.0,0.0,0.0,0.23359045687577723
12,1998,1,0.23551813323344675,0.22411851371851424,0.0021726955981154024,0.1810854184346372,0.2822170550640022,0.14802234945985665,0.18938313887176175,0.39727398303958583,0.014932069761811686,0.0,0.0,0.1712358025219223,0.0,0.26744293611512665,0.7152038758990694,0.0,0.3347397322680297,0.0,0.25077814239523877,0.0,0.2545427630314872,0.0,0.3130767196539391,0.5718610588612161,0.0,0.25454977052536326,0.4079323279390843,0.8079238441158804,0.7560314629172398,0.3961553923250237,0.0,0.3486712919386059,0.32154987279039166,0.08213760074704177,0.06258308982502894,0.166527675914277,0.0731259479929961,0.3151043170900421,1.0246225493034347,0.36935609653616386,0.3558514637747409,0.6623489049557292,0.0,0.16833831615681374,0.38697259270421,0.21167254134379068,0.11624013153555729,0.0,0.0,0.0,0.3467662752589729,0.09951895757885308,0.1809821825832391,0.30689807342385517,0.0,0.0,0.18743374303883778,0.11932594548187413,0.0,0.0024246029825309135,0.44011154998424884,0.17021955680446985,0.17753068475386538,0.027542936283084834,0.2014141860236109,0.12341237453723308,0.028814695541813266,0.006894615199474882,0.0,0.23473458332620947
13,1998,2,0.27644408970559303,0.16992969710241657,0.21170218307851554,0.2542888985455994,0.3227498338802677,0.26384707899100746,0.2536470558595711,0.7101217543555631,0.11797212874811573,0.0,0.07603178554047674,0.17910556968659075,0.26769639478990237,0.2623102238852087,0.6506538598675958,0.15099460504212558,0.3603383737581023,0.07309811210189182,0.18038458974278423,0.0,0.18589609631460707,0.44112349501296844,0.33253550429000683,0.5221915783041788,0.43290654550869845,0.18590701923594413,0.3298058458701777,0.6597654321569573,0.6755218661177002,0.41445839065996365,0.07767815101543606,0.38766331754272526,0.33410158341075036,0.09541858718629562,0.07104183438596279,0.19699616837984682,0.08918008630181916,0.3326146345865104,0.7324577707636998,0.4662639561951957,0.3794948330985572,0.6174858614290147,0.0,0.2921705958394224,0.40319646463385034,0.2873077279548719,0.05292666457246856,0.031114205141577866,0.07396744538489793,0.014267458299690469,0.35114830804502195,0.09162307741584569,0.2134474166656332,0.37147400870948893,0.2083700342763953,0.0,0.15293794237427932,0.1591889331116451,0.0,0.1936040727900612,0.431191718056419,0.16286864979930174,0.11118577676570848,0.21853660098144803,0.38171008572491505,0.12141735432475269,0.6407852241958194,0.5400036382554785,0.0,0.31007444909926685
14,1998,3,0.2832928301326321,0.14413769752012537,0.3397113779895049,0.21886880847564477,0.21071701162475057,0.19049901478894288,0.30128614817992244,0.4002243736998864,0.12033074576236606,0.0,0.4010961162144095,0.15233695489339988,0.38882090868868,0.26483529594872324,0.8655539364546907,0.39329973795530165,0.41574787535945595,0.3236358917412651,0.18549775553210435,0.03804235057463423,0.1912922387514779,0.5178949124467809,0.3670578644641116,0.5197107946058356,0.8845437895651674,0.19129486861665315,0.23096239591321596,0.9699828903912532,0.9285601812948348,0.47962716700612035,0.30083509410508746,0.38616412895193625,0.36423496310363757,0.1018301565856562,0.08055159800969285,0.2315878963113759,0.05551226756580009,0.3659803791150627,0.4883095581463784,0.44320776951863944,0.3505847057470146,0.8035351235566361,0.12016507692299756,0.22941627499713915,0.4697759407827186,0.24545708942085454,0.13247249270852468,0.15079832452606617,0.23560710741534355,0.12156861184629013,0.3812120065395606,0.06456735040985392,0.384696218490116,0.3129315973445985,0.9794635326342799,0.0,0.15830638842312736,0.25174941204204593,0.0,0.3512345259157278,0.4968304026515882,0.12552010027011964,0.13315645602145146,0.3310328585172455,0.34031435149158984,0.07266918372826252,0.6478227043205111,0.515443857613063,0.14839741809992796,0.6112967281507242
15,1998,4,0.22327172615518523,0.06271018423857583,0.4229534220358111,0.27235792661847125,0.22827732983007742,0.29217706247344405,0.2670443252241027,0.321637968919041,0.28013323969332327,0.0006182074146656903,1.0822867016527609,0.05230524913584609,0.7232858750046295,0.19569743029950165,0.678571554727369,0.48920924426614115,0.5724838152964088,0.5368301369338195,0.22185260688083205,0.20547150410192952,0.23062001713002014,0.7004012932751232,0.5080679580540676,0.51584705462128,1.248974445611495,0.23062976592837817,0.18295264317860727,0.7280302830277582,0.7094171009497878,0.6485889078812522,0.438411185652373,0.334760217625002,0.4915795889726052,0.11082928853307907,0.09597285184363652,0.2188311265627104,0.0,0.502626249518453,0.5219178995038416,0.38279459840262314,0.43505227770891813,0.6514264958992586,0.747413016337714,0.3177274022527656,0.6390772542412876,0.2973454290333846,0.08773238539852576,0.2241145066804857,0.38100029451530426,0.2732128609436577,0.49996773943945405,0.07097058858437612,0.6058252945841166,0.27005199304452343,0.705455081951997,0.0008364308748650995,0.14018364155095442,0.5455086796206364,0.012093037747217825,0.6513745058086852,0.6538116705341507,0.09940898857239153,0.11500866747392595,0.5330241372380592,0.3908466379137258,0.0637388389651159,0.7546371342125091,0.6214524121489832,0.3053861975148667,0.8490066625146236
16,1998,5,0.10166828638861829,0.0,0.8269277223465048,0.20521281717121387,0.18479608650893087,0.23823752177774402,0.1339667771886374,0.021214385891032056,0.17314406080946854,0.09809013506099766,0.848104203917238,0.0,1.1662116205440214,0.18103786771321026,0.5674987671532405,0.6765641155839084,0.42462466274133454,1.4573338127039654,0.23625222050681385,1.4500457011803063,0.2424221811917868,0.8240377705812404,0.37641066427319975,0.404054009581739,1.2485025050806426,0.24256938993962499,0.13380957877532174,0.595976682561759,0.5886595858085796,0.4782719186488392,0.588989610460453,0.2593256457668527,0.36109310349756546,0.15451937197275437,0.11360553739417885,0.2332513121676727,0.0,0.3720482818883676,0.38887630216543695,0.20206400600230728,0.3832869301442892,0.5321927432846061,0.7790589632747614,0.2632230079355151,0.46802835652453895,0.22421328251527717,0.0,0.4776436746833442,0.4616380533071047,0.5410055031355184,0.3651987066710651,0.05919936578369527,0.6402191986753365,0.3001941482995269,1.1131462314796483,0.01722745849476186,0.3468565820868195,0.7078206225533789,0.06875915141296791,0.5397059973328454,0.484607439313581,0.07565643315844836,0.14234778682730467,0.46431991700619074,0.30345398230875215,0.06709338287401728,0.776453999182406,0.6712671182330409,1.666101876237777,0.6714836191747999
17,1998,6,0.0,0.0,0.8796486338218891,0.28511826096857745,0.1657126139594249,0.19095161675385655,0.0053243788500679946,0.0,0.18430965175455652,0.41305062897372335,0.9627513503012923,0.0,0.811885856117866,0.06758401969884019,0.45293535685541514,0.855799515565603,0.3194988700192478,0.6877846855270797,0.21567539686756562,0.49813673874488756,0.22922671716271267,0.5531219718619593,0.2919485931003455,0.2537805191496265,1.2148910829479338,0.22921143272148709,0.023319381398846706,0.46491984620241,0.4697036542139679,0.36829581033637604,0.7185189131523406,0.15998714851414086,0.28845861254648847,0.19949839458470014,0.14368226971042095,0.21504031128106768,0.0,0.2909065150688907,0.40242060514870587,0.12220986128978527,0.3369858894103064,0.4322748593137829,0.4486162438122707,0.2237595673915938,0.353405430074985,0.31667655904079584,0.0,0.9123532536123967,0.6101189583654602,0.9241361347107335,0.2997687826433173,0.0431654910967139,0.31442219743237587,0.3669949186053572,0.6456125401058639,0.004605298927166703,0.4045446828853892,0.4518298118336861,0.4136581041980965,0.5726547854354844,0.3251748024217364,0.053999836197610805,0.1334996204501157,0.5216566906840655,0.22743430640747342,0.05292843085869913,0.5493361583940006,0.49736511099406416,0.39677293651204704,0.6107042585081741
18,1998,7,0.012699182054522654,0.0,0.6756491148961371,0.3892504789044148,0.14125674744668432,0.20358315056054632,0.12846325942624617,0.0,0.31617073427310044,0.6487857330874582,0.7379351026295865,0.0,0.6578030857353132,0.09300539024990277,0.2978896324603511,0.6278853520424765,0.4002690504991133,0.6618403637535822,0.27170089317184,0.29815083218332716,0.2776060556276417,0.4501946419332761,0.3698019345963016,0.3456188070479681,1.7524034179608463,0.27770877957783974,0.05011603663471932,0.29459010692916787,0.30051068041795564,0.4508709281888659,0.4776473296654211,0.22031651653163065,0.36402150950916523,0.16973060995294767,0.11840036547908964,0.2066099181332488,0.0,0.3683500490909399,0.3556037093797388,0.18220336260845066,0.21417619355632636,0.2972713055341111,0.3616295179826076,0.2503247183974507,0.43416475914011116,0.4084493152022276,0.0,0.855224627704736,0.4503821770009921,0.7731547530074306,0.37461549342449385,0.06286731428310978,0.2700774971123149,0.324273000453282,0.7374167802704438,0.5371562933158411,0.4985255696102321,0.22655301981217169,0.3811960974775472,0.6522055832200561,0.41009886870556855,0.04356266370691759,0.11532334099316785,0.7505520857313649,0.22394042695239477,0.05800958813038756,0.5003526424908957,0.3890042090590436,0.5285106221176825,0.444205355951093
19,1998,8,0.11651317947913362,0.0011361008419601098,0.7227360851359818,0.2668087563701412,0.12944533767655936,0.15398978069166985,0.13041742797974584,0.08035272500962537,0.5616295806554934,0.8208971997207352,0.7538068352342389,0.0003035466680100163,0.8938700281338061,0.10236497875605059,0.49649267301465644,0.7584416623438163,0.4298937003571288,0.5027339676634334,0.37277530070592935,0.27552205392352597,0.3775486479673468,0.4765115440936186,0.39574918680582893,0.3981370712761662,1.4566332629463967,0.37767338814186036,0.0940091062495048,0.48474410368374043,0.5013688420147876,0.48241136208875307,0.5047315441630897,0.24188395158946274,0.3860227233056839,0.15157431236332378,0.12343456920652396,0.22481464195396342,0.0,0.39315527351757,0.3913043572805554,0.15457080399545328,0.18716630886444552,0.4952194960776732,0.31430491223920753,0.17378044428630735,0.4648745151477126,0.28770135360882454,0.0,0.724027254183672,0.3937451068656924,0.7006738337612834,0.3924384441716443,0.09130118763606676,0.2711012168244779,0.2580951861496824,0.8559710152687999,0.35746187525014783,0.5705869209972733,0.29200330148657083,0.39975201929718474,0.6555799512439545,0.43786021390477614,0.048578923273858036,0.11222428185628763,0.7096401151156041,0.2967733248287732,0.06627412071254236,0.7106110421294692,0.47079148320331193,0.5782097140430035,0.1437072979864844
20,1998,9,0.10283702117108802,0.03759959066087259,0.6650600981867802,0.22427658486224442,0.19957312551146505,0.16746160418160566,0.16059274574067953,0.20964805016616883,0.8375701151486685,0.9689904198963878,0.68667179017483,0.04038529523761431,0.8186294176546393,0.271910680693624,0.6131802565435649,0.617014372858253,0.47700646391468393,0.49023629502599875,0.3850434497436949,0.20659176392086342,0.390505717111993,0.6127043676937535,0.4434304315870278,0.4278207990674686,1.167198283115179,0.390663658979886,0.09904224392850271,0.5394152834008363,0.6046833452664669,0.538873018657725,0.5385885662519082,0.25300337539237944,0.44120759684142175,0.14830497030849024,0.11984384383991915,0.26314859262438406,8.309036812384073e-05,0.44282645556770067,0.5198823179349376,0.25201894431914623,0.22402742651408303,0.6271152777443997,0.3226836595404431,0.1797738203252594,0.5189732968530065,0.24707057304929117,0.03169255734511143,0.5647735799923135,0.43990105298036636,0.5630089455038643,0.456606929779958,0.0663375990668558,0.34213597317577055,0.24712947170240582,0.6078196227126839,0.1478741292054581,0.3375496535230798,0.3930412190940523,0.4437101227179911,0.6275357548993283,0.4888120128751278,0.04545985773406021,0.12063096411524586,0.5446688363884524,0.3581007459097854,0.061532044909211214,0.7036635846481193,0.525113405545938,0.502904754309195,0.2441315405834759
21,1998,10,0.17363518100124756,0.10715222667046993,0.4290676623086686,0.2625052776134963,0.18610234059225375,0.24000456459546232,0.1852270181231711,0.31270738039456436,0.6052334611006316,0.0,0.8555058516844535,0.09138388392369855,0.6987881476492263,0.5467006123710675,0.6085242467766719,0.44003738117636165,0.6019037109038998,0.3304568006491651,0.4380859018003815,0.0,0.44292009143487177,0.5294768918371695,0.5742089051334006,0.4761289048770982,0.8459345217815861,0.4431682275441854,0.13844805762760493,0.5763595045074683,0.6091357041337615,0.6632176183529792,0.4432382489912965,0.26902506224731676,0.5800236223818181,0.1086352189777617,0.09340470020823056,0.2447748627457636,0.00018414959875198028,0.5755729007258024,1.0248062595608853,0.35059382934764594,0.3043904671803642,0.6079121299475685,0.00030576484284444873,0.2395899234815844,0.6427428662026998,0.28622306124362024,0.2641808317310732,0.3510625690078566,0.3096485406418599,0.32505407691293353,0.6010228423111139,0.06453136533471501,0.40813299688361687,0.22607851383913058,0.4775317799240098,0.0,0.40405464150529663,0.5225237827219944,0.26495046128997,0.4157547623811094,0.5824037549144482,0.05860967037156839,0.1117196441754385,0.48653395050462395,0.3725730207151032,0.061320820592630665,0.5917824910552031,0.4835578638881933,0.13806961805447546,0.3561476248396429
22,1998,11,0.22482818112513844,0.19939920528711333,0.08924996865840916,0.2742956604355747,0.20055281983388162,0.322203061139666,0.1686526552269728,0.5143251301929876,0.03699350160383844,0.0,0.0,0.1613460493947318,0.0,0.49924565830059175,0.6579198095856874,0.0,0.4978144046157502,0.0,0.27809301957248894,0.0,0.2963288589952864,0.020302517929483822,0.4698469900430069,0.40640004997692974,0.0,0.2963691817927174,0.24198660021007154,0.6956945595339334,0.6830572531393455,0.5573852601967993,0.0,0.2859093326138983,0.4752588761606059,0.08485967500578978,0.06470473835290205,0.1967267982496569,0.03792718853801489,0.4706856223732926,0.7000795707399949,0.40813278934961944,0.3203788608617471,0.6294827071472283,0.0,0.3071634682721527,0.542281331260499,0.3029101951244199,0.2327105392712048,0.0017836901056084032,0.006166779226270045,0.00011972598560071164,0.4991525434187576,0.07572443245873413,0.30350206531341967,0.20681337439253783,0.09084775288476478,0.0,0.3429663597942394,0.35913118741011324,0.0,0.19708591020676414,0.5194361655307494,0.07325962845225534,0.09923065447244947,0.22086930300972446,0.292344430948888,0.07113061384908366,0.25957978896721373,0.10491568718408179,0.0,0.34608244063161103
23,1998,12,0.3326545173904874,0.3037113601252292,0.0,0.2793216119278995,0.20269634093527975,0.35960135889461825,0.2258812875563484,0.9164152268410356,0.0,0.0,0.0,0.2357609806382907,0.0,0.2990561606704827,0.6445835662823505,0.0,0.5171970902082662,0.0,0.21087770167983752,0.0,0.21275866975091423,0.0,0.48196408411539093,0.42111395385899325,0.0,0.212808648080662,0.38614681781236426,0.7257648839284805,0.6793861309495746,0.587185576215295,0.0,0.27255865857934797,0.48625123296465195,0.09117783275735729,0.058618909648030196,0.16787634751023742,0.23577363057624412,0.4824678949642307,0.45974025978736893,0.4383313461241549,0.3344827347490205,0.6162357806257177,0.0,0.3741025132832514,0.5770738905153077,0.329033840386814,0.5318090693066898,0.0,0.0,0.0,0.5093513942969191,0.0881863163210985,0.26210106303839664,0.21996846172425671,0.0,0.0,0.41530899965166684,0.004216261100353122,0.0,0.0,0.5926133574139105,0.14827355608028642,0.1178897726658491,0.0,0.3775365908452725,0.08985503917979182,0.0,0.0,0.0,0.5465512344082022
24,1999,1,0.3466327376041585,0.4211096511448123,0.0,0.23825889282701998,0.2689944509682272,0.2783556797216989,0.22430200578191345,0.6989860279316312,0.020060204322015118,0.0,0.0,0.25940179578876765,0.0,0.1890653965144941,0.7007243769277346,0.0,0.4164848739956815,0.0,0.12842409631773224,0.0,0.13635457705897688,0.0,0.38918989333926857,0.3200971228867066,0.0,0.13641657344551125,0.3049568712233728,0.7734445377093055,0.7346240467479268,0.4848998176369826,0.0,0.3191704978573969,0.3971603389657461,0.10552824096421498,0.0660993334130696,0.16339895638395435,0.22645007387750238,0.39098550209439653,0.4032126654071741,0.40010085476207735,0.32565740601259396,0.6628864901505107,0.0,0.28754310686167445,0.47490510212775133,0.2716382349658522,0.29403665789627653,0.0,0.0,0.0,0.42144910510284417,0.08263988828909434,0.16457136818397095,0.2276786068656754,0.001257676653406598,0.0,0.3603785246239583,0.0652097143477804,0.0,0.014055489265810246,0.5282777330536439,0.13296491262900648,0.1287654791167198,0.0780429799401452,0.22482665944477148,0.08987091405284452,0.02490283816723495,0.0,0.0,1.0426030700629767
25,1999,2,0.3182942557302244,0.3547990442037899,0.3481143129894822,0.2585745584188434,0.19845342581587594,0.32377398501998483,0.24258830532671474,0.5600704543360131,0.08669772697850962,0.0,0.13242898913939025,0.28776081431761186,0.2898377887222866,0.2590266530217767,0.7418314035202094,0.14609117481937992,0.4429493348293036,0.08960970913691986,0.13585987449271061,0.0,0.13599948491765465,0.480367322843337,0.4084956315756302,0.3424096763181621,0.6320878509537432,0.13611451074636702,0.25208386105226605,0.8043281192726808,0.7851892874508706,0.5145930402979947,0.1806551544451753,0.35745787879537194,0.4118066357747539,0.1110923249670357,0.07329365350927713,0.22752721373456936,0.16552099828966638,0.4087943789263523,0.45988121134927207,0.30622383413638704,0.47118626945984815,0.6939986372912242,0.0,0.34376834609655893,0.5021263580223142,0.2891133790001284,0.4062992883355693,0.2110059888647364,0.191509064533944,0.18747107801207463,0.43300028243954636,0.07215332289029441,0.1892826629769269,0.3090923718344717,0.8586187977098314,0.0,0.3627788530107765,0.16118026681172448,0.0,0.1775699141841424,0.5028875636527362,0.13639706331872745,0.1515701545638119,0.16638258568236486,0.2646908965361858,0.0670017606169821,0.4905035592543779,0.4314784050075299,0.0,0.5280623198253497
26,1999,3,0.30588331830452214,0.3324684396724733,0.33219985849948624,0.2915923704686382,0.19961663392920317,0.31227932251200513,0.3133408970050344,0.4179011467413346,0.12024289713951218,0.0,0.07643416792519162,0.3087951951088946,0.3023339893792972,0.2780190608364317,0.7697320526812247,0.2531618360345789,0.5309466265082027,0.28737642573304917,0.13037439440661178,0.06308276918974044,0.13647078076138236,0.5458015495981625,0.4868524700957075,0.419278320113663,0.8023254030532002,0.13649583741483476,0.22245169464463652,0.8476696045206864,0.8242540687950374,0.6247308445860951,0.2611357239709333,0.378513197502208,0.49136156165665323,0.13449998455988407,0.09619131945456176,0.22794374723503025,0.07948117769980732,0.4880578722927381,0.3523098566513672,0.3118629885093551,0.590632966410614,0.7039669440747323,0.2478277874437262,0.30106102281695224,0.6072881689869862,0.324798132725366,0.15469526144671367,0.22737994824582458,0.1782073796050604,0.19286733592479544,0.5181757806354093,0.07050792833058356,0.2512972837371555,0.36252825369685465,0.8588172599490336,0.0,0.3720040051789766,0.2762199355363364,0.0023544163430355915,0.27736414485379884,0.612803362367189,0.1302720632593394,0.1371064875470312,0.26588631283219094,0.3617028023543639,0.060320076798563015,0.7218848914587719,0.5792913415855133,0.15782504872549272,0.9657091059029808
27,1999,4,0.22220142812636248,0.04909161196340647,0.5190521348941737,0.3249759385239461,0.22293155791234376,0.3927769922532776,0.24800112982489164,0.29285840772404304,0.13149311805226335,0.0005022347392333613,0.30248504149621197,0.038097050735945916,0.6791963864397913,0.3599428187902596,0.9909899677728192,0.41671728513705114,0.6253800225272226,0.4862444944433098,0.2025783472178475,0.18512098089349202,0.2129072284433609,0.7953368927598478,0.5958441906406406,0.4630230777694511,1.3117862213844256,0.21296190856609146,0.15365091619244048,1.032137592751091,1.0414549164427545,0.6995266035695435,0.3504469867179501,0.3086754531466264,0.6097001396528967,0.12072371966093441,0.1000530759496698,0.25793754338151936,0.0001458382102355712,0.600508207966095,0.3502199602881519,0.2907415600041393,0.5891386065317327,0.9377810878939374,0.5826886658468313,0.3933180035787671,0.6666118724275731,0.3589289807384543,0.05206481142627315,0.2453005679287997,0.26497420873441335,0.22333949981692058,0.6455858508675859,0.06849210402131345,0.7046158005244687,0.4163071374510615,1.2319305284380224,0.0015488290912825584,0.38982292890634684,0.7463873526867411,0.0020913873713433845,0.39196256844356414,0.5537107106649407,0.08878046687862799,0.14294979909769007,0.4077722038255794,0.5062685631353148,0.06387779338751912,0.863806934282972,0.6737934893290655,0.24787280721215552,1.219330442881396
28,1999,5,0.10106483669047374,0.0,1.8617938364266555,0.3620566120467235,0.1633046206950269,0.3602581517243303,0.17539973124417468,0.0189147542417581,0.1582216625694381,0.10875862979882195,0.9117506073033377,0.0,1.8197930326958573,0.20426057780245094,0.7468970106320821,1.1829123353513555,0.4598123361433772,0.7944103427677803,0.2742407942230475,0.515166932323993,0.2813696413345711,0.6842521624799668,0.4119605410615967,0.31273141554920453,1.2690672418535494,0.28155884298308914,0.15268567138147476,0.784922245571577,0.7721893096918048,0.5188880723270144,1.2374531863244427,0.22619581473307485,0.3991624997474335,0.16485085092908067,0.13653919385012062,0.2374111986233956,0.0,0.40790154463879214,0.3420670768839781,0.21417021285894253,0.498095487809665,0.7295663596863101,0.6432869172139551,0.3712988280685249,0.5062187170483482,0.39634797655434356,0.0,1.5653858103589737,0.4918995050437378,1.6326716626295668,0.40991895788899146,0.03938085519547895,0.749938475236014,0.3418521126239551,0.9986473133988943,0.03723347853989577,0.31172660260265844,0.6368835693007209,0.033314065189658536,0.5386263795908098,0.5115067349172848,0.09147412476843807,0.13792014945907322,0.5520604164548539,0.4179458463808547,0.05736890086315173,0.8279433901621654,0.6510296509031809,0.7403620631190764,0.9836867395781496
29,1999,6,0.0,0.0,0.7711973300142902,0.3546491187513303,0.1843639747720058,0.34414870646699947,0.0003061431890952839,0.0,0.15648678922199266,0.6362463241784513,0.8126120785957709,0.0,1.1478416422320903,0.1057423889893816,0.4709171591070752,0.9374308263662285,0.36605582762800504,0.8362424577701802,0.26558223757797,0.433729616869055,0.27230123724451905,0.5539150104036757,0.32993250378495304,0.27825735514575123,1.6090192624082018,0.272391824315373,0.007522684766701689,0.46501011395139386,0.4725369550681257,0.4224811879694331,1.1793020477615488,0.14323272973623016,0.32034293558898863,0.21832544128726988,0.15444743538296882,0.19990122721547599,0.0,0.3270781592414038,0.2976711187539109,0.06837442576010445,0.4603787957072873,0.4710524330968851,0.5640146918578997,0.36882883339386063,0.40848340995332605,0.384968686108832,0.0,1.0176938664082498,0.9665785789817637,1.0438885743809982,0.32713625733364216,0.03761048534935181,0.3450567123019275,0.3456924112648221,0.8433524769207785,0.01486622117868365,0.4074796406360444,0.38579393597248984,0.42377433746943277,0.5030134641546856,0.38647784332212837,0.06634079267856344,0.13540731641065626,0.39876646739991983,0.28490444730404346,0.04631960286472176,0.5415219678455259,0.49027039861751204,0.6011477703084479,0.526438964525971
